;0_0;0_1;0_2;0_3;0_4;0_5;0_6;0_7;0_8;0_9;0_10;0_11;0_12;0_13;0_14;0_15;0_16;0_17;0_18;0_19;0_20;0_21;0_22;1_0;1_1;1_2;1_3;1_4;1_5;1_6;1_7;1_8;1_9;1_10;1_11;1_12;1_13;1_14;1_15;1_16;1_17;1_18;1_19;1_20;1_21;1_22;2_0;2_1;2_2;2_3;2_4;2_5;2_6;2_7;2_8;2_9;2_10;2_11;2_12;2_13;2_14;2_15;2_16;2_17;2_18;2_19;2_20;2_21;2_22;3_0;3_1;3_2;3_3;3_4;3_5;3_6;3_7;3_8;3_9;3_10;3_11;3_12;3_13;3_14;3_15;3_16;3_17;3_18;3_19;3_20;3_21;3_22;4_0;4_1;4_2;4_3;4_4;4_5;4_6;4_7;4_8;4_9;4_10;4_11;4_12;4_13;4_14;4_15;4_16;4_17;4_18;4_19;4_20;4_21;4_22;5_0;5_1;5_2;5_3;5_4;5_5;5_6;5_7;5_8;5_9;5_10;5_11;5_12;5_13;5_14;5_15;5_16;5_17;5_18;5_19;5_20;5_21;5_22;6_0;6_1;6_2;6_3;6_4;6_5;6_6;6_7;6_8;6_9;6_10;6_11;6_12;6_13;6_14;6_15;6_16;6_17;6_18;6_19;6_20;6_21;6_22;7_0;7_1;7_2;7_3;7_4;7_5;7_6;7_7;7_8;7_9;7_10;7_11;7_12;7_13;7_14;7_15;7_16;7_17;7_18;7_19;7_20;7_21;7_22;8_0;8_1;8_2;8_3;8_4;8_5;8_6;8_7;8_8;8_9;8_10;8_11;8_12;8_13;8_14;8_15;8_16;8_17;8_18;8_19;8_20;8_21;8_22;9_0;9_1;9_2;9_3;9_4;9_5;9_6;9_7;9_8;9_9;9_10;9_11;9_12;9_13;9_14;9_15;9_16;9_17;9_18;9_19;9_20;9_21;9_22;10_0;10_1;10_2;10_3;10_4;10_5;10_6;10_7;10_8;10_9;10_10;10_11;10_12;10_13;10_14;10_15;10_16;10_17;10_18;10_19;10_20;10_21;10_22;11_0;11_1;11_2;11_3;11_4;11_5;11_6;11_7;11_8;11_9;11_10;11_11;11_12;11_13;11_14;11_15;11_16;11_17;11_18;11_19;11_20;11_21;11_22;12_0;12_1;12_2;12_3;12_4;12_5;12_6;12_7;12_8;12_9;12_10;12_11;12_12;12_13;12_14;12_15;12_16;12_17;12_18;12_19;12_20;12_21;12_22;13_0;13_1;13_2;13_3;13_4;13_5;13_6;13_7;13_8;13_9;13_10;13_11;13_12;13_13;13_14;13_15;13_16;13_17;13_18;13_19;13_20;13_21;13_22;14_0;14_1;14_2;14_3;14_4;14_5;14_6;14_7;14_8;14_9;14_10;14_11;14_12;14_13;14_14;14_15;14_16;14_17;14_18;14_19;14_20;14_21;14_22;15_0;15_1;15_2;15_3;15_4;15_5;15_6;15_7;15_8;15_9;15_10;15_11;15_12;15_13;15_14;15_15;15_16;15_17;15_18;15_19;15_20;15_21;15_22;16_0;16_1;16_2;16_3;16_4;16_5;16_6;16_7;16_8;16_9;16_10;16_11;16_12;16_13;16_14;16_15;16_16;16_17;16_18;16_19;16_20;16_21;16_22;17_0;17_1;17_2;17_3;17_4;17_5;17_6;17_7;17_8;17_9;17_10;17_11;17_12;17_13;17_14;17_15;17_16;17_17;17_18;17_19;17_20;17_21;17_22;18_0;18_1;18_2;18_3;18_4;18_5;18_6;18_7;18_8;18_9;18_10;18_11;18_12;18_13;18_14;18_15;18_16;18_17;18_18;18_19;18_20;18_21;18_22;19_0;19_1;19_2;19_3;19_4;19_5;19_6;19_7;19_8;19_9;19_10;19_11;19_12;19_13;19_14;19_15;19_16;19_17;19_18;19_19;19_20;19_21;19_22;20_0;20_1;20_2;20_3;20_4;20_5;20_6;20_7;20_8;20_9;20_10;20_11;20_12;20_13;20_14;20_15;20_16;20_17;20_18;20_19;20_20;20_21;20_22;21_0;21_1;21_2;21_3;21_4;21_5;21_6;21_7;21_8;21_9;21_10;21_11;21_12;21_13;21_14;21_15;21_16;21_17;21_18;21_19;21_20;21_21;21_22;22_0;22_1;22_2;22_3;22_4;22_5;22_6;22_7;22_8;22_9;22_10;22_11;22_12;22_13;22_14;22_15;22_16;22_17;22_18;22_19;22_20;22_21;22_22
46;141;40;0;103;30;14;9;11;0;0;107;36;0;0;0;0;0;0;0;0;0;0;42;73;19;0;44;15;14;2;6;0;1;44;18;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;32;0;75;18;5;10;4;0;0;84;15;0;0;0;0;0;0;0;0;0;0;18;51;13;0;45;6;3;3;3;0;0;44;8;0;0;0;0;0;0;0;0;0;0;9;17;5;0;15;5;3;0;2;0;0;15;6;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;7;2;1;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;4;2;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;3;102;31;0;79;13;7;8;2;0;0;63;17;0;0;0;0;0;1;0;0;0;0;18;26;7;0;25;7;4;1;1;0;0;23;4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;9;0;48;15;0;3;3;0;0;39;9;0;0;0;0;0;0;0;0;0;0;12
75;8747;3526;281;5734;3987;328;241;2199;144;2131;3763;3525;262;19;0;0;584;60;0;0;9;236;0;3696;1428;97;2051;1400;124;69;773;47;788;1358;1353;94;5;0;4;225;22;0;0;3;87;0;421;146;27;220;157;18;2;87;4;93;153;118;7;3;0;0;27;5;0;0;2;15;0;7290;2928;228;4952;3786;250;160;1897;162;1794;3086;2954;205;15;0;4;631;53;0;0;8;227;0;4797;1878;142;3469;2303;124;127;1251;105;1267;2131;2135;118;13;0;4;414;23;0;0;2;145;0;381;143;14;243;116;24;9;84;2;72;197;119;14;0;0;0;35;1;0;0;2;14;0;243;102;7;202;102;7;23;78;4;64;127;82;6;0;0;0;15;6;0;0;0;3;0;2501;1020;59;1741;1430;80;72;794;68;639;1067;1154;63;8;0;4;151;24;0;0;0;70;0;199;50;11;144;171;4;1;77;23;63;94;99;5;0;0;0;18;2;0;0;0;1;0;2658;1119;78;1928;1489;83;102;724;64;809;1197;1147;69;2;0;4;248;10;0;0;1;58;0;4390;1709;161;2922;1753;131;104;969;76;980;1672;1575;97;6;0;0;376;48;0;0;5;113;0;4180;1701;123;3024;2285;141;110;1193;83;1128;1823;1822;156;9;0;4;421;33;0;0;0;116;0;547;237;18;330;242;27;11;149;13;141;226;204;44;2;0;0;71;2;0;0;0;7;0;29;18;0;15;8;0;0;5;0;6;4;16;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;0;12;8;0;0;4;0;0;4;12;0;0;0;6;0;0;0;0;0;0;0;609;205;18;422;346;15;3;157;19;187;311;301;9;0;0;0;700;1;0;0;5;13;0;172;58;3;103;74;4;6;54;1;43;72;61;5;0;0;0;0;11;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;1;6;5;0;0;3;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;407;122;7;231;170;8;7;90;2;80;151;130;2;0;0;0;21;3;0;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;3065;1633;106;2076;1649;230;38;771;92;901;1484;1535;85;8;0;0;0;11;0;0;0;17;0;1921;908;56;947;759;153;17;397;44;401;768;801;47;3;0;0;0;7;0;0;0;13;0;133;65;8;60;61;4;0;25;6;19;48;59;1;0;0;0;0;4;0;0;0;0;0;2747;1476;88;1912;1689;160;39;667;103;917;1245;1372;67;2;0;0;0;12;0;0;0;14;0;1896;1033;58;1519;1071;104;34;511;67;580;1026;1071;42;4;0;0;0;12;0;0;0;20;0;196;104;5;124;77;23;1;55;4;51;107;89;1;0;0;0;0;0;0;0;0;2;0;76;35;0;56;30;2;3;12;1;16;41;22;0;0;0;0;0;0;0;0;0;1;0;823;426;21;655;560;66;15;286;45;271;419;465;18;1;0;0;0;4;0;0;0;8;0;101;59;0;123;103;4;2;42;20;50;54;66;0;0;0;0;0;0;0;0;0;0;0;1150;599;34;982;856;76;22;320;50;438;592;664;23;2;0;0;0;4;0;0;0;7;0;1908;987;72;1282;853;106;19;381;47;444;761;812;27;4;0;0;0;8;0;0;0;10;0;1639;961;58;1323;1108;98;27;468;82;614;809;923;42;2;0;0;0;6;0;0;0;11;0;119;62;3;94;65;9;2;34;7;37;59;49;7;0;0;0;0;0;0;0;0;2;0;3;0;0;3;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;32;1;29;28;3;0;12;1;17;20;29;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;37;3;57;49;0;3;14;2;32;31;37;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;12956;4055;492;5284;4294;749;224;2319;354;2242;5099;5465;369;7;0;60;6;61;0;0;0;356;0;4777;1543;134;1784;1376;281;75;767;137;707;1706;1887;117;5;0;14;0;30;0;0;0;123;0;553;154;60;172;170;17;19;88;16;82;172;211;6;0;0;8;0;3;0;0;0;32;0;7458;2560;295;4408;3823;489;182;1877;295;1961;3270;3920;289;1;0;29;10;45;0;0;0;185;0;5659;1937;259;3403;2436;325;120;1364;187;1368;2565;2948;192;3;0;26;4;38;0;0;0;134;0;880;279;44;332;249;93;6;155;18;147;378;329;15;0;0;2;0;3;0;0;0;28;0;355;127;17;160;122;9;16;80;5;61;166;143;6;1;0;0;0;1;0;0;0;15;0;3032;1079;128;1656;1469;247;62;783;116;778;1343;1571;96;0;0;7;1;19;0;0;0;76;0;563;201;21;320;328;45;5;126;19;123;234;315;17;0;0;2;0;2;0;0;0;15;0;3315;1201;159;2302;2011;189;87;1004;140;1049;1552;1950;156;2;0;24;8;19;0;0;0;96;0;6481;2169;252;2952;2053;355;113;1125;177;1064;2240;2538;164;2;0;23;8;44;0;0;0;159;0;6901;2470;323;4081;3362;473;159;1803;307;1826;2977;3578;275;4;0;40;1;52;0;0;0;194;0;684;229;22;460;337;36;13;182;24;228;331;379;25;1;0;2;4;8;0;0;0;20;0;19;6;0;23;15;3;0;6;1;12;8;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;9;0;7;3;1;0;7;1;2;9;7;0;0;0;65;0;0;0;0;0;1;0;6;0;0;6;4;0;0;3;0;12;0;7;0;0;0;0;6;0;0;0;0;0;0;161;44;3;129;99;18;7;40;5;57;61;130;7;0;0;0;0;13;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;114;14;186;127;19;8;78;16;63;158;153;12;0;0;0;0;1;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;3754;1600;92;1648;1082;374;96;803;11;819;1523;1373;51;0;0;12;38;41;0;0;4;51;0;1681;720;21;622;390;150;34;346;2;294;600;552;24;0;0;3;14;25;0;0;0;11;0;168;65;14;65;46;14;7;30;2;31;79;49;1;0;0;0;0;5;0;0;2;5;0;2171;931;60;1405;1074;147;60;569;6;654;953;915;40;0;0;9;23;30;0;0;2;24;0;1549;617;62;1042;663;58;45;383;5;411;779;678;28;0;0;4;15;19;0;0;1;20;0;304;156;3;115;54;41;8;56;0;55;103;88;2;0;0;0;0;2;0;0;0;4;0;113;45;4;56;45;5;3;22;0;21;43;41;3;0;0;0;0;0;0;0;0;6;0;901;389;15;421;409;46;25;234;5;248;367;364;14;0;0;6;16;18;0;0;0;15;0;12;7;0;8;8;1;0;5;0;1;3;5;0;0;0;0;0;0;0;0;0;0;0;1068;434;49;725;599;49;22;271;8;332;489;427;30;0;0;1;26;12;0;0;4;16;0;1928;823;63;1003;531;174;41;394;3;415;703;646;24;0;0;1;25;25;0;0;3;21;0;1667;667;49;1008;750;97;51;459;12;510;748;689;22;0;0;0;12;18;0;0;1;25;0;138;59;1;86;48;12;1;33;0;34;74;51;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;37;0;13;12;0;3;12;0;8;14;11;3;0;0;3;0;3;0;0;0;0;0;7;3;0;7;2;0;0;4;0;12;1;3;0;0;0;0;18;0;0;0;0;0;0;84;38;1;17;20;7;4;20;0;20;23;38;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;66;9;1;33;29;0;3;14;0;22;20;21;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;752;242;87;617;459;71;16;216;56;349;384;473;14;1;0;0;0;24;0;0;0;45;0;340;91;26;202;177;22;4;71;20;115;147;176;2;0;0;0;0;9;0;0;0;17;0;78;23;23;26;35;2;0;14;5;27;28;48;2;0;0;0;0;2;0;0;0;4;0;726;203;90;587;492;65;22;216;58;352;313;473;21;5;0;0;0;25;0;0;0;36;0;467;145;62;387;281;39;11;147;36;220;209;300;17;2;0;0;0;17;0;0;0;27;0;103;39;2;62;45;11;3;24;4;30;38;45;2;0;0;0;0;0;0;0;0;5;0;20;4;0;21;17;3;1;15;3;9;6;16;0;0;0;0;0;0;0;0;0;1;0;230;71;36;186;164;12;6;77;21;132;106;189;6;0;0;0;0;7;0;0;0;17;0;55;13;9;44;53;4;1;25;6;31;25;58;4;0;0;0;0;2;0;0;0;3;0;429;123;74;351;304;33;16;149;51;227;200;329;14;0;0;0;0;7;0;0;0;30;0;434;124;53;350;242;35;8;94;34;180;163;243;7;1;0;0;0;10;0;0;0;21;0;527;172;101;433;415;31;11;182;53;306;233;382;27;2;0;0;0;13;0;0;0;43;0;59;29;8;48;50;7;0;17;5;33;26;41;2;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;10;0;17;19;0;2;7;0;19;8;18;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;10;4;27;17;0;1;5;2;16;20;19;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;1046;390;108;532;513;74;17;165;12;336;350;591;2;5;0;6;0;26;0;0;9;71;0;378;143;54;172;150;32;6;46;5;120;134;190;0;0;0;2;0;11;0;0;3;30;0;67;22;12;25;16;3;1;2;1;16;20;17;0;0;0;0;0;0;0;0;0;6;0;609;244;60;338;310;45;10;94;8;223;204;322;1;2;0;6;0;10;0;0;3;40;0;593;246;72;342;260;42;8;84;5;172;227;324;0;0;0;13;0;12;0;0;4;38;0;88;32;9;52;42;7;2;11;0;35;23;54;0;0;0;0;0;4;0;0;0;6;0;17;4;0;15;15;1;0;4;0;9;5;11;0;0;0;0;0;0;0;0;0;2;0;228;69;13;105;132;16;3;55;2;65;75;146;0;6;0;7;0;5;0;0;0;9;0;27;7;0;14;17;0;1;11;0;5;7;16;0;0;0;0;0;0;0;0;0;2;0;396;146;28;230;225;34;11;66;6;139;137;228;0;0;0;4;0;5;0;0;0;19;0;382;139;57;188;162;21;5;56;2;99;111;168;0;1;0;2;0;6;0;0;5;31;0;620;271;65;337;315;46;8;90;9;203;220;326;3;3;0;13;0;16;0;0;2;42;0;23;12;0;28;20;0;0;9;2;6;8;21;2;0;0;0;0;1;0;0;0;2;0;6;2;0;2;4;0;0;0;0;6;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;20;8;16;14;4;0;2;0;8;14;14;0;0;0;11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5;0;11;12;2;0;15;0;4;8;24;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;123;37;7;41;55;9;2;15;1;52;21;57;0;0;0;0;0;0;0;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;1112;365;50;835;635;94;26;377;26;313;471;627;37;0;0;0;0;17;0;0;0;13;0;401;141;11;257;200;28;9;133;5;100;141;179;8;0;0;0;0;6;0;0;0;4;0;104;41;17;51;49;14;0;48;0;31;34;58;0;0;0;0;0;0;0;0;0;4;0;849;283;44;607;451;67;14;292;14;217;305;409;26;0;0;0;0;14;0;0;0;12;0;620;209;55;499;299;66;6;272;9;164;256;356;12;0;0;0;0;9;0;0;0;8;0;86;14;3;45;20;16;0;29;0;16;33;46;3;0;0;0;0;0;0;0;0;4;0;67;27;8;50;44;4;4;27;0;15;30;38;0;0;0;0;0;2;0;0;0;2;0;399;119;26;304;239;45;5;157;9;114;151;238;6;0;0;0;0;0;0;0;0;4;0;15;2;0;9;8;1;0;3;0;6;4;7;1;0;0;0;0;0;0;0;0;0;0;359;129;34;251;210;32;7;128;5;86;151;179;12;0;0;0;0;4;0;0;0;6;0;554;194;24;397;239;40;4;135;12;120;178;243;17;0;0;0;0;13;0;0;0;4;0;638;233;60;488;376;54;22;259;11;177;257;324;17;0;0;0;0;8;0;0;0;12;0;33;10;1;24;14;3;0;5;2;6;17;15;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;10;9;0;0;4;0;6;4;2;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;12;0;36;23;2;0;15;1;16;20;19;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;3252;1148;74;2175;1656;312;38;784;48;509;1495;1502;120;20;0;16;0;46;0;0;0;229;0;1452;503;30;782;656;118;19;373;20;200;603;595;37;8;0;8;0;34;0;0;0;94;0;117;38;8;58;42;7;0;32;2;19;45;35;4;0;0;0;0;0;0;0;0;6;0;2970;1080;63;2345;2105;195;22;892;62;604;1513;1524;116;24;0;23;0;26;0;0;0;170;0;2259;793;64;1786;1249;145;24;611;46;433;1250;1081;75;17;0;20;0;12;0;0;0;108;0;315;95;6;197;129;30;2;64;4;52;152;130;9;0;0;0;0;1;0;0;0;20;0;84;23;1;39;28;5;5;22;0;8;33;35;1;0;0;0;0;2;0;0;0;6;0;1059;406;32;852;720;108;12;360;30;233;576;565;33;10;0;8;0;5;0;0;0;64;0;67;21;1;46;53;5;0;20;6;17;38;38;3;0;0;0;0;0;0;0;0;1;0;982;311;33;803;611;55;4;260;16;225;545;460;46;4;0;2;0;4;0;0;0;51;0;2073;731;40;1430;1021;156;14;393;45;316;805;740;49;9;0;8;0;23;0;0;0;110;0;1712;616;58;1526;1150;120;23;542;48;350;875;848;86;6;0;16;0;15;0;0;0;139;0;226;84;10;185;164;15;1;71;11;51;130;119;13;5;0;6;0;0;0;0;0;11;0;5;4;0;9;7;0;0;5;0;1;5;2;0;7;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;4;3;0;0;6;0;2;2;1;2;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;8;2;30;16;7;0;22;0;2;12;28;4;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;68;3;131;104;19;3;43;4;42;117;116;10;0;0;0;0;2;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;4295;1473;167;1886;2022;271;116;1036;97;1028;1983;1646;56;6;0;24;18;20;0;0;5;206;11;1757;639;52;636;591;88;36;337;25;334;680;550;34;1;0;7;0;9;0;0;2;39;0;322;119;26;116;119;34;5;68;4;62;148;112;5;2;0;2;0;0;0;0;0;8;0;2860;1002;103;1482;1650;120;63;765;74;781;1304;1081;55;2;0;4;9;10;0;1;1;74;8;2602;892;118;1293;1251;74;76;704;55;627;1235;1041;52;2;0;26;20;12;0;0;0;76;8;291;107;8;127;99;32;3;74;8;59;148;91;3;0;0;0;0;3;0;0;2;5;0;101;49;3;53;59;4;5;31;1;22;59;35;3;0;0;0;0;0;0;0;0;2;0;1196;486;65;595;654;46;29;378;24;330;586;463;24;2;0;3;2;11;0;0;0;53;4;135;62;5;90;106;4;6;54;5;64;85;57;5;0;0;1;2;2;0;0;0;10;0;1201;401;54;651;743;42;29;402;45;472;564;453;37;6;0;3;0;6;0;1;0;73;2;2664;940;107;1252;1039;163;59;545;51;529;1014;849;22;0;0;5;9;17;0;0;4;92;3;1826;646;68;1031;1044;79;45;563;45;521;842;663;36;5;0;5;4;10;0;0;1;74;5;162;57;11;117;115;4;0;49;6;65;81;79;21;0;0;2;2;0;0;0;0;6;0;4;2;0;4;6;0;0;4;0;0;1;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;3;8;0;0;1;0;1;2;3;0;0;0;210;0;0;0;0;0;0;0;10;0;0;32;23;7;6;13;0;0;6;0;0;0;0;0;2251;0;0;0;0;0;0;45;14;0;18;14;2;0;7;0;4;25;10;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;178;28;9;48;66;6;1;55;1;47;58;57;5;0;0;0;0;2;0;0;0;56;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
